title,url,text,filepath
Domestic Violence | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/taxonomy/term/21.html,"Skip to main content
Virginia Judicial System Court Self-Help
Resources for Self-Represented Litigants in Virginia
Quick Exit
Search by Keywords
Search
Search
Menu
Find Legal Help
Find a Court
Find a Case
Find a Form
Common Legal Topics
Change Your Address
Custody, Visitation & Support
Divorce
Domestic Violence
Filing Fees & Waivers
Glossaries
Guardianship & Conservatorship
How to Change Your Address
Landlord - Tenant
Probate
Protective Orders
Resources for Veterans
Small Claims
Traffic Cases and Driver's Licenses
Traffic
Veterans
News and Publications
FAQs
Home
Domestic Violence
Domestic Violence
See All Topics
Protective Orders
About Protective Orders In Virginia, there are two kinds of Protective Orders: 1) Family Abuse Protective Order, which is heard in the Juvenile and Domestic Relations Court",/home/alex/va_courts_website/selfhelp.vacourts.gov/taxonomy/term/21.html
lawyer | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/taxonomy/term/9.html,"Skip to main content
Virginia Judicial System Court Self-Help
Resources for Self-Represented Litigants in Virginia
Quick Exit
Search by Keywords
Search
Search
Menu
Find Legal Help
Find a Court
Find a Case
Find a Form
Common Legal Topics
Change Your Address
Custody, Visitation & Support
Divorce
Domestic Violence
Filing Fees & Waivers
Glossaries
Guardianship & Conservatorship
How to Change Your Address
Landlord - Tenant
Probate
Protective Orders
Resources for Veterans
Small Claims
Traffic Cases and Driver's Licenses
Traffic
Veterans
News and Publications
FAQs
Home
lawyer
lawyer
See All Topics
Find a Lawyer
Who is a Lawyer? A lawyer, also called an attorney, is someone who is licensed to practice law. Only a lawyer licensed to practice law in Virginia can provide you legal advice about a legal issue in Virginia.",/home/alex/va_courts_website/selfhelp.vacourts.gov/taxonomy/term/9.html
DV | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/taxonomy/term/22.html,"Skip to main content
Virginia Judicial System Court Self-Help
Resources for Self-Represented Litigants in Virginia
Quick Exit
Search by Keywords
Search
Search
Menu
Find Legal Help
Find a Court
Find a Case
Find a Form
Common Legal Topics
Change Your Address
Custody, Visitation & Support
Divorce
Domestic Violence
Filing Fees & Waivers
Glossaries
Guardianship & Conservatorship
How to Change Your Address
Landlord - Tenant
Probate
Protective Orders
Resources for Veterans
Small Claims
Traffic Cases and Driver's Licenses
Traffic
Veterans
News and Publications
FAQs
Home
DV
DV
See All Topics
Protective Orders
About Protective Orders In Virginia, there are two kinds of Protective Orders: 1) Family Abuse Protective Order, which is heard in the Juvenile and Domestic Relations Court",/home/alex/va_courts_website/selfhelp.vacourts.gov/taxonomy/term/22.html
mediator | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/taxonomy/term/10.html,"Skip to main content
Virginia Judicial System Court Self-Help
Resources for Self-Represented Litigants in Virginia
Quick Exit
Search by Keywords
Search
Search
Menu
Find Legal Help
Find a Court
Find a Case
Find a Form
Common Legal Topics
Change Your Address
Custody, Visitation & Support
Divorce
Domestic Violence
Filing Fees & Waivers
Glossaries
Guardianship & Conservatorship
How to Change Your Address
Landlord - Tenant
Probate
Protective Orders
Resources for Veterans
Small Claims
Traffic Cases and Driver's Licenses
Traffic
Veterans
News and Publications
FAQs
Home
mediator
mediator
See All Topics
Find a Lawyer
Who is a Lawyer? A lawyer, also called an attorney, is someone who is licensed to practice law. Only a lawyer licensed to practice law in Virginia can provide you legal advice about a legal issue in Virginia.",/home/alex/va_courts_website/selfhelp.vacourts.gov/taxonomy/term/10.html
Compose tips | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/filter/tips.html,"Compose tips
- No HTML tags allowed.
- Lines and paragraphs are automatically recognized. The <br /> line break, <p> paragraph and </p> close paragraph tags are inserted automatically. If paragraphs are not recognized simply add a couple of blank lines.
- Web page addresses and email addresses turn into links automatically.",/home/alex/va_courts_website/selfhelp.vacourts.gov/filter/tips.html
Common Legal Topics | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/74/common-legal-topics.html,"23 Apr 2025
Guide to Virginia Legal Information Resources (2025)
An updated Guide to Virginia Legal Information Resources has been released…
Continue Reading10 Apr 2025
Access to Justice Listening Tour for Greater Richmond
The Access to Justice Commission of the Supreme Court of Virginia Invites…
Continue Reading",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/74/common-legal-topics.html
New platform - new look | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/68/new-platform-new-look.html,"New platform - new look
The web content management system for this website has been upgraded.
No content was removed – but the changes provide a smoother mobile user experience.
A new Quick Exit feature now appears on the upper right corner of every page. Clicking that red door icon erases the search history and opens a weather page in its place.
Hover a mouse over words with a dashed underline to see a definition for that word/phrase.
TIP: after selecting a Topic, click on the topic name in the white panel to see all available information of the topic.",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/68/new-platform-new-look.html
New Online Resources for Guardians and Conservators | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/36/new-online-resources-guardians-and-conservators.html,"New Online Resources for Guardians and Conservators
Two new resources now appear within the ""Guardianship and Conservatorship"" topic on the website:
FAQs [frequently asked questions and answers] about the appointment of guardians and conservators for incapacitated adults:
FAQs about Guardians and Conservators
An online tutorial about guardians and conservators for incapacitated adults in Virginia provides information about the duties and responsibilities of a guardian or conservator and explains guardianship:",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/36/new-online-resources-guardians-and-conservators.html
Glossaries | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/17/glossaries.html,"Glossaries
See Glossary of Terms Commonly Used in Court. Additional glossaries are available in court manuals.
General District Court Manual - The glossary begins on page 643.
Juvenile and Domestic Relations District Court Manual - The glossary begins on page 4.
Last updated on .",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/17/glossaries.html
Page has moved,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/13/,Click here...,/home/alex/va_courts_website/selfhelp.vacourts.gov/node/13/index.html
"Custody, Visitation & Support | Virginia Judicial System Court Self-Help",https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/13/custody-visitation-support.html,"Custody, Visitation & Support
What is Custody, Vistation and Support?
Custody, Visitation and Support refers to the parenting time schedule and division of legal rights and responsibilites between parents.
Which court handles Custody, Vistation and Support?
The Juvenile and Domestic Relations Court handles the cases most often. Parents must start the paperwork through their local Court Services Unit of the Juvenile and Domestic Relations (J&DR) Court. For parents with a Divorce case, the Circuit Court could also handle custody and support (both spousal and child). See the Divorce page for more information.
If a custody, visitation or support matter is before the Juvenile and Domestic Relations (J&DR) Court, and
- a parent files for divorce in the Circuit Court, asking that custody, visitation and support be resolved in the divorce
- and there is a hearing set within 21 days in the Circuit Court
the J&DR Court will no longer have jurisdiction to consider these matters, and the J&DR case will be dismissed. Typically, after a divorce is finalized, the Circuit Court ""remands"" (sends back) the case to the J&DR court, and all further issues about custody, visitation and support will be filed in the J&DR Court. If you already have a court order from a J&DR court on custody, visitation or support, and you want that order changed, and are not involved in a divorce, you must file in the same J&DR court which entered the last order for the change.
What about mediation?
Where appropriate, families are encouraged to use mediation to come up with a custody, visitation or support plan that works best for them. Mediating Child Support: Things to Know Before You Go
Visitation: Factors to Consider
See Find a Mediator or your local court to learn more. Once you have an agreement, it is finalized in court.
What resources exist to help parents develop a schedule that is in their children's best interest?
Parent education can be very helpful in thinking about what is best for your children. Parent education is required in cases where a child’s custody, visitation or support is contested. For more information, visit the Parent Education page.
What does the court consider in ordering a custody and visitation plan?
The Code of Virginia sets out factors which judges must consider in reviewing and deciding plans for parents' parenting time with their children. These factors are:
- The age and physical and mental condition of the child, giving due thought to the child's changing developmental needs;
- The age and physical and mental condition of each parent;
- The relationship existing between each parent and each child, giving due thought to the positive involvement with the child's life, the ability to accurately assess and meet the emotional, intellectual and physical needs of the child;
- The needs of the child, giving due thought to other important relationships of the child, including but not limited to siblings, peers and extended family members;
- The role that each parent has played and will play in the future, in the upbringing and care of the child;
- The tendency of each parent to actively support the child's contact and relationship with the other parent, including whether a parent has unreasonably denied the other parent access to or visitation with the child;
- The relative willingness and demonstrated ability of each parent to maintain a close and continuing relationship with the child, and the ability of each parent to cooperate in and resolve disputes about matters affecting the child;
- The reasonable preference of the child, if the court deems the child to be of reasonable intelligence, understanding, age and experience to express such a preference;
- Any history of family abuse as that term is defined in § 16.1-228 or sexual abuse. If the court finds such a history, the court may disregard the factors in subdivision 6; and
- Such other factors as the court deems necessary and proper to the determination.
If you already have a court order for custody, visitation or support, the court will only consider a change to that order if there has been a ""material change of circumstances"" since entry of the last order. Once that has been proven, the court will order a change if the evidence shows a change is in the child's best interest. In any custody or visitation order, the court is required to consider first and foremost the child's best interest. The court may appoint a Guardian Ad Litem (GAL) to represent the child's interest before the court. Costs associated with the Guardian Ad Litem will be assessed by the court to the parties and is based upon their ability to pay.
A video at the VA Law Help 2 Go website describes what physical and legal custody mean in regards to parenting time and parents’ rights in making major decisions for the child.
What about paternity?
Paternity can be established at birth, either by an Acknowledgement of Paternity or because the mother is married. If the mother is married at the time of birth or anytime in the ten months before the birth of the child, the Commonwealth of Virginia requires that the husband or ex-husband be presumed to be the father of the child. If paternity was not established correctly at birth, parents can address the issue through the court. More information about paternity is available from the Virginia Legal Aid Society's pamphlet on paternity, as well as your local court.
What about child support?
Each parent is required to support their children. See the Virginia law on child support guidelines to understand more.
Where can I find forms about custody, visitation, and child support?
Visit the Custody, Visitation & Child Support Forms page for more information.
Other resources for child and spousal support:
Va Law Help 2 Go video about child support
VALegalAid.org pages on child and spousal support
FAQs on Child Support from the Virginia Department of Social Services",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/13/custody-visitation-support.html
Page has moved,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/8/,Click here...,/home/alex/va_courts_website/selfhelp.vacourts.gov/node/8/index.html
Divorce | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/8/divorce.html,"Divorce
What happens in a Divorce?
A divorce case can handle the following issues:
- end the marriage
- reinstate a former name
- divide property and debt
- support of a spouse
- support of a child
- custody and visitation (parenting time)
- parentage issues if necessary
Which Court handles divorce?
Divorces are heard in the Circuit Court. Custody, visitation, child support, parentage and spousal support may be resolved in the Juvenile and Domestic Relations District Court. After a divorce, requests to revise support, custody and visitation generally go to the Juvenile and Domestic Relations District Court.
What are the different kinds of divorce?
There are three kinds of divorces: Uncontested, No-Fault, and Contested.
- For more information about Uncontested and No-Fault Divorce, please visit VALegalAid.org. This website offers an online forms program for Uncontested or No-Fault Divorce.
- Consult with a lawyer to learn more about Contested Divorce.
What resources can help me understand the divorce process?
There are no official court forms dealing with the process of spousal separation or divorce. Information about the divorce process, as well as practical concerns about financial matters and custody, is available from the Virginia State Bar and VALegalAid.org. These organizations and the find a lawyer resources, along with your local court, local law library or local Bar Association may also be able to refer you to someone who can help. VA Law Help 2 Go offers a video that explains your options in pursuing an uncontested divorce from your partner.
Spare the Child, a project of the Virginia State Bar's Family Law Section, guides parents through the difficult task of restructuring their family. The documentary-style, conversational video uses everyday language. This link includes a brochure to use with the video.
What about custody, visitation and support?
Please visit the Custody and Support page.
- Prev
- Next",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/8/divorce.html
Page has moved,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/4/,Click here...,/home/alex/va_courts_website/selfhelp.vacourts.gov/node/4/index.html
Find Your Court | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/4/find-your-court.html,"Find Your Court
How do I find the right court?
Step 1. What kind of case do you have?
-
Custody, support, domestic violence, paternity determination, juvenile traffic infraction, as well as other family and juvenile matters, are heard in the Juvenile and Domestic Relations District Court (click for full list of case types and other general information)
-
Adult traffic infractions, landlord - tenant matters, non-family abuse protective orders, misdemeanors and money cases up to $25,000 are heard in the General District Court (click for full list of case types and other general information)
-
Divorce, probate, guardianship and conservatorship, felonies and other matters, are heard in the Circuit Court (click for full list of case types and other general information)
Step 2. Which court has jurisdiction?
For example, the power to decide the case because one of the parties lives there; a traffic stop occurred there; an apartment was rented there, etc.
-
If you are unsure of the name of the city or county where the court is located, but know generally where it is, this map showing how Virginia's cities and counties are divided into Judicial Circuits and Districts may be helpful: https://www.vacourts.gov/courts/maps/home.html.
Step 3. Select your court and then by location with the drop-down.
OR
Individual locations for each court can be accessed via a drop-down tool under each type of court https://www.vacourts.gov/courts/home.html.
- Prev
- Next",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/4/find-your-court.html
Landlord - Tenant | Virginia Judicial System Court Self-Help,https://selfhelp.vacourts.gov/selfhelp.vacourts.gov/node/10/landlord-tenant.html,"Landlord - Tenant
Housing cases, such as eviction (also called unlawful detainer), are heard in the General District Court. There are some resources you may find helpful, whether you are a landlord or a tenant.
This is a very technical area of law with strict deadlines.
A little legal advice goes a long way, especially if a subsidized housing interest, such as a Section 8 Voucher, is involved. Be sure to visit Find a Lawyer and check with your local court for local resources.
The ""Housing Law"" section of VA Law Help 2 Go website offers three videos discussing:
Virginia Housing shares information on Renter Rights and Responsibilities, the Housing Choice Voucher Program, and other ways to be a successful renter.
Additional information about this topic is located at these websites:
- VALegalAid.Org - Housing
- Virgina Department of Housing and Community Development - several housing issues covered
- Virginia Rent Relief Program
- Housing Opportunities Made Equal - a partner in the VA Rent Relief Program
- Virginia Residential Landlord and Tenant Act Handbook
Where can I find court forms for landlord and tenant actions?
Visit the Landlord and Tenant Forms page.
This listing of forms includes an online link to a self-help tool at the Virginia Legal Aid website. It fills out a form for tenants to have a landlord fix serious damage to the rental unit or home.
What is expungement?
Expungement is a process by which a record, or portion of a record, is officially erased or removed. If a judgment is entered in favor of the defendant in an eviction, or if it is dismissed or ""non-suited"", the defendant may petition the court for expungement.
How do you expunge an eviction?
Court evictions are also known as unlawful detainers. To file a petition expunging an unlawful detainer, one of the following must have occurred:
- The action is dismissed and 30 days have passed, or
- A voluntary nonsuit is taken and six-months have passed.
If you qualify, you can petition the court to expunge the unlawful detainer using a simple court form found here. A petition for expungement of unlawful detainer should include:
- The underlying case number.
- The city or county General District Court.
- Your name.
- The date the dismissal or nonsuit was entered.
- The name of the plaintiff in the unlawful detainer action.
- The address of the property that was the subject of the unlawful detainer action.
- Your mailing address.
After July 1, 2024, qualifying unlawful detainers will be automatically expunged, but you can still use this information to expunge unlawful detainers that occurred before July 1, 2024.",/home/alex/va_courts_website/selfhelp.vacourts.gov/node/10/landlord-tenant.html
