My boyfriend is beating me up. What can I do?	NOT FOUND	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?
My boyfriend is beating me up. What can I do?		It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?
My boyfriend is beating me up. What can I do?		It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?		it sounds like you are having legal issues regarding abuse, stalking, or neglect. is this correct?
Where can I find information on how to stop my girlfriend from hitting me?	ERROR: Something went wrong, please try again.	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?	CHATBOT_ERROR	it sounds like you are having legal issues regarding abuse, stalking, or neglect. is this correct?
My partner is violent. What can I do to protect myself?	ERROR: Something went wrong, please try again.	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?	CHATBOT_ERROR	it sounds like you are having legal issues regarding abuse, stalking, or neglect. is this correct?
My partner chokes me sometimes. How do I make him stop?	ERROR: Something went wrong, please try again.	NOT FOUND	CHATBOT_ERROR	not found
Where can I find information on intimate partner violence?	ERROR: Something went wrong, please try again.	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?	CHATBOT_ERROR	it sounds like you are having legal issues regarding abuse, stalking, or neglect. is this correct?
How do I protect myself from a partner who is trying to hurt me?	ERROR: Something went wrong, please try again.	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?	CHATBOT_ERROR	it sounds like you are having legal issues regarding abuse, stalking, or neglect. is this correct?
Where can I go to get legal information?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to accessing legal information through the OLIR (Online Legal Information Resources) system. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to accessing legal information through the olir (online legal information resources) system. is this correct?
Where can I go to research legal issues?	ERROR: Something went wrong, please try again.	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too. If you would like to try and briefly describe what legal issues you need help with, I can also help direct you to specific resources on our website. Additionally, I will provide you a link below to a short video about how to get legal assistance from Virginia's self-help resources and other available legal resources.	CHATBOT_ERROR	below this are a few links related to how virginia's self-help resources can help you, and how you can qualify. our phone number and hours are listed on the 'get help - main page'. for specific office locations, there is a link below for that too. if you would like to try and briefly describe what legal issues you need help with, i can also help direct you to specific resources on our website. additionally, i will provide you a link below to a short video about how to get legal assistance from virginia's self-help resources and other available legal resources.
Where can I go to research the law?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to accessing legal information through the OLIR (Online Legal Information Resources) system. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to accessing legal information through the olir (online legal information resources) system. is this correct?
Where can I read Virginia law?	ERROR: Something went wrong, please try again.	NOT FOUND	CHATBOT_ERROR	not found
Where can I research the law?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to accessing legal information through the OLIR (Online Legal Information Resources) system. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to accessing legal information through the olir (online legal information resources) system. is this correct?
How do I make my kids' father pay for them?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
How do I make my ex-husband pay child support?	ERROR: Something went wrong, please try again.	It sounds like you need help with issues relating to Child Support. Is this correct?	CHATBOT_ERROR	it sounds like you need help with issues relating to child support. is this correct?
I want my ex to pay for his kids. What can I do?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
How do I get money for my kids from their mom?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
How do I get support for my kids?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
How do I get support for my children?	ERROR: Something went wrong, please try again.	It sounds like you need help with issues relating to Child Support. Is this correct?	CHATBOT_ERROR	it sounds like you need help with issues relating to child support. is this correct?
How do I get money from my baby daddy for his kids?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
Does my ex-wife owe money for her children?	ERROR: Something went wrong, please try again.	NOT FOUND	CHATBOT_ERROR	not found
Does my ex have to cover expenses for his kids?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
Does an absent parent need to provide money for a son or daughter?	ERROR: Something went wrong, please try again.	NOT FOUND	CHATBOT_ERROR	not found
What is a conservator?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Guardianships and/or Conservatorships. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to guardianships and/or conservatorships. is this correct?
What is a conservator of the peace?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Conservator of the Peace. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to conservator of the peace. is this correct?
What is a person called who is appointed by the court to help someone?	ERROR: Something went wrong, please try again.	NOT FOUND	CHATBOT_ERROR	not found
Who is appointed by the court to be responsible for managing the estate and financial affairs of an incapacitated person?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Virginia Probate law or proceedings. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to virginia probate law or proceedings. is this correct?
Can the court appoint someone to help manage the affairs of a mentally handicapped person?	ERROR: Something went wrong, please try again.	NOT FOUND	CHATBOT_ERROR	not found
Who can manage the affairs of an incapacitated person?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Virginia Probate law or proceedings. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to virginia probate law or proceedings. is this correct?
Where can I find a glossary of words used in court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Court Glossary Information. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to court glossary information. is this correct?
How do I research what legal words mean?	ERROR: Something went wrong, please try again.	Sorry if I understood you incorrectly.	CHATBOT_ERROR	sorry if i understood you incorrectly.
How do I look up what legal words mean?	ERROR: Something went wrong, please try again.	Sorry, looks like I misunderstood what you said.	CHATBOT_ERROR	sorry, looks like i misunderstood what you said.
How do I search terms used in court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Court Glossary Information. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to court glossary information. is this correct?
How do I lookup words used in court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
Is there a way to search the meaning of law words?	ERROR: Something went wrong, please try again.	You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality, no case information is available online for Juvenile and Domestic Relations Court cases. Note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. Would you like me to direct you to the Virginia court's case search page?	CHATBOT_ERROR	you can find information about civil and criminal cases in virginia's general district court and circuit court online by selecting an individual court location. to protect confidentiality, no case information is available online for juvenile and domestic relations court cases. note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. would you like me to direct you to the virginia court's case search page?
glossary	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Court Glossary Information. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to court glossary information. is this correct?
Can I bring my cell phone into court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
Can I bring my smart watch into court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
What devices can I have in court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
What electronics can I bring to my trial?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
Are phones allowed in court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
Can I bring my laptop to trial?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
Can I have my kindle in court?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to courthouse device policy. is this correct?
What if my ex moves away with my kids?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
How do I change my visitation days?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to a Name Change. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to a name change. is this correct?
My ex is telling lies about me to our children. What can I do?	ERROR: Something went wrong, please try again.	Hmmm....I'm not sure I understand…	CHATBOT_ERROR	hmmm....i'm not sure i understand…
I lost my job. Do I have to pay child support?	ERROR: Something went wrong, please try again.	It sounds like you need help with issues relating to Child Support. Is this correct?	CHATBOT_ERROR	it sounds like you need help with issues relating to child support. is this correct?
My son-in-law is mean to his kids. Can I as a grandparent get custody?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
I'm getting remarried and want my new husband to also have legal custody. What do I need to do?	ERROR: Something went wrong, please try again.	It sounds like you need help with legal issues related to Child Custody, Visitation, or Paternity. Is this correct?"	CHATBOT_ERROR	it sounds like you need help with legal issues related to child custody, visitation, or paternity. is this correct?"
My ex and I have a fifty-fifty custody agreement. She wants to move to Nashville for a new job. If she moves, I want the kids to have more time with me and in their regular school. Can our previous agreement be changed so that I get the kids more?	ERROR: Something went wrong, please try again.	It sounds like you need help with legal issues related to Child Custody, Visitation, or Paternity. Is this correct?"	CHATBOT_ERROR	it sounds like you need help with legal issues related to child custody, visitation, or paternity. is this correct?"
My ex-husband smokes pot while around our teenage son. I've asked him to not do that, but according to my son, he still smokes. What should I do?	ERROR: Something went wrong, please try again.	Sorry about that. I'm still learning.	CHATBOT_ERROR	sorry about that. i'm still learning.
Hmmm… I'm not sure I understand. Can you say it in a different way? I understand  best when people ask me short questions or tell me one thing at a time instead of the whole story.	ERROR: Something went wrong, please try again.		CHATBOT_ERROR	
I'm a chatbot (not a human) and I’m here to help you get the information you need. While I don’t offer legal advice, I will try to direct you to helpful resources. What best describes the issues you need information about? I can understand best if you use short phrases.	ERROR: Something went wrong, please try again.		CHATBOT_ERROR	
how do I separate from my spouse?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
Can I just get an annulment instead of a divorce?	ERROR: Something went wrong, please try again.	Can I just get an annulment instead of a divorce?	CHATBOT_ERROR	can i just get an annulment instead of a divorce?
I live in Virginia but my husband is stationed in Guam. Where can I file for divorce?	ERROR: Something went wrong, please try again.	It sounds like you need help with Divorce related issues. Is this correct?"	CHATBOT_ERROR	it sounds like you need help with divorce related issues. is this correct?"
Do you have to have a separation agreement before you get a divorce?	ERROR: Something went wrong, please try again.	It sounds like you need help with Divorce related issues. Is this correct?"	CHATBOT_ERROR	it sounds like you need help with divorce related issues. is this correct?"
What happens if I drive with a suspended license?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to a Driver's License. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to a driver's license. is this correct?
I'm trying to file for divorce  but don't know where my wife is. Can I still get a divorce?	ERROR: Something went wrong, please try again.	It sounds like you need help with Divorce related issues. Is this correct?"	CHATBOT_ERROR	it sounds like you need help with divorce related issues. is this correct?"
I moved. How long do I have to update my license?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to updating your address for court cases in Virginia. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to updating your address for court cases in virginia. is this correct?
What is reckless driving?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to a Driver's License. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to a driver's license. is this correct?
How do I get a learner's permit?	ERROR: Something went wrong, please try again.	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify…	CHATBOT_ERROR	below this are a few links related to how virginia's self-help resources can help you, and how you can qualify…
I got speeding tickets a long time ago and the cops said my license is suspended. Where can I go to pay my tickets so I can get my license back?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to a Driver's License. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to a driver's license. is this correct?
Do I have to have a Virginia license to buy a car and get its title?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to a Driver's License. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to a driver's license. is this correct?
Why do I have to get a Real ID instead of my regular license?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to a Driver's License. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to a driver's license. is this correct?
What is an expungement?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to expungement and/or clearing your record. is this correct?
How do I get my criminal record cleared?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to expungement and/or clearing your record. is this correct?
Does it cost money to clear my criminal record?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to expungement and/or clearing your record. is this correct?
Who can clear my criminal record?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to expungement and/or clearing your record. is this correct?
Where do I get forms to get my record expunged?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to expungement and/or clearing your record. is this correct?
Do I need to get misdemeanors expunged to get a job?	ERROR: Something went wrong, please try again.	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify…	CHATBOT_ERROR	below this are a few links related to how virginia's self-help resources can help you, and how you can qualify…
If I get my record expunged, can I carry a gun?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to expungement and/or clearing your record. is this correct?
How do I get released from my parents?	ERROR: Something went wrong, please try again.	It sounds like you are having issues relating to Family Law. Is this correct?	CHATBOT_ERROR	it sounds like you are having issues relating to family law. is this correct?
I'm going to get a job that pays less so I don't have to pay as much support. Who do I tell I'm going to be making less for that?	ERROR: Something went wrong, please try again.	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify…	CHATBOT_ERROR	below this are a few links related to how virginia's self-help resources can help you, and how you can qualify…
My fiance is in the military and wants to be my child's stepparent. Do we have tio file papers for an adoption by my fiance?	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Veterans and/or Military. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to veterans and/or military. is this correct?
Someone called social services on me. Now they're taking away my kids. What do I do to get them back?	ERROR: Something went wrong, please try again.	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify…	CHATBOT_ERROR	below this are a few links related to how virginia's self-help resources can help you, and how you can qualify…
filing fees	ERROR: Something went wrong, please try again.	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	CHATBOT_ERROR	filing fees in virginia vary depending on case type and location. there is not one uniform filing fee. if you are low income, you can request a fee waiver using a specific form that must be approved by the judge. virginia legal aid also provides an online self-help tool to help you create the fee waiver form. would you like me to direct you to the virginia court's filing fees and waivers information page?
pay to file	ERROR: Something went wrong, please try again.	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	CHATBOT_ERROR	filing fees in virginia vary depending on case type and location. there is not one uniform filing fee. if you are low income, you can request a fee waiver using a specific form that must be approved by the judge. virginia legal aid also provides an online self-help tool to help you create the fee waiver form. would you like me to direct you to the virginia court's filing fees and waivers information page?
cost to bring a case	ERROR: Something went wrong, please try again.	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	CHATBOT_ERROR	filing fees in virginia vary depending on case type and location. there is not one uniform filing fee. if you are low income, you can request a fee waiver using a specific form that must be approved by the judge. virginia legal aid also provides an online self-help tool to help you create the fee waiver form. would you like me to direct you to the virginia court's filing fees and waivers information page?
cost to file	ERROR: Something went wrong, please try again.	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	CHATBOT_ERROR	filing fees in virginia vary depending on case type and location. there is not one uniform filing fee. if you are low income, you can request a fee waiver using a specific form that must be approved by the judge. virginia legal aid also provides an online self-help tool to help you create the fee waiver form. would you like me to direct you to the virginia court's filing fees and waivers information page?
how much money to bring my case?	ERROR: Something went wrong, please try again.	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too. If you would like to try and briefly describe what legal issues you need help with, I can also help direct you to specific resources on our website. Additionally, I will provide you a link below to a short video about how to get legal assistance from Virginia's self-help resources and other available legal resources.	CHATBOT_ERROR	below this are a few links related to how virginia's self-help resources can help you, and how you can qualify. our phone number and hours are listed on the 'get help - main page'. for specific office locations, there is a link below for that too. if you would like to try and briefly describe what legal issues you need help with, i can also help direct you to specific resources on our website. additionally, i will provide you a link below to a short video about how to get legal assistance from virginia's self-help resources and other available legal resources.
Are there exceptions to fees?	ERROR: Something went wrong, please try again.	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	CHATBOT_ERROR	filing fees in virginia vary depending on case type and location. there is not one uniform filing fee. if you are low income, you can request a fee waiver using a specific form that must be approved by the judge. virginia legal aid also provides an online self-help tool to help you create the fee waiver form. would you like me to direct you to the virginia court's filing fees and waivers information page?
cost to sue	ERROR: Something went wrong, please try again.	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	CHATBOT_ERROR	filing fees in virginia vary depending on case type and location. there is not one uniform filing fee. if you are low income, you can request a fee waiver using a specific form that must be approved by the judge. virginia legal aid also provides an online self-help tool to help you create the fee waiver form. would you like me to direct you to the virginia court's filing fees and waivers information page?
find a case	ERROR: Something went wrong, please try again.	You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality, no case information is available online for Juvenile and Domestic Relations Court cases. Note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. Would you like me to direct you to the Virginia court's case search page?	CHATBOT_ERROR	you can find information about civil and criminal cases in virginia's general district court and circuit court online by selecting an individual court location. to protect confidentiality, no case information is available online for juvenile and domestic relations court cases. note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. would you like me to direct you to the virginia court's case search page?
how do i find my court date	ERROR: Something went wrong, please try again.	You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality, no case information is available online for Juvenile and Domestic Relations Court cases. Note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. Would you like me to direct you to the Virginia court's case search page?	CHATBOT_ERROR	you can find information about civil and criminal cases in virginia's general district court and circuit court online by selecting an individual court location. to protect confidentiality, no case information is available online for juvenile and domestic relations court cases. note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. would you like me to direct you to the virginia court's case search page?
where can I find information about my case	ERROR: Something went wrong, please try again.	You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality, no case information is available online for Juvenile and Domestic Relations Court cases. Note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. Would you like me to direct you to the Virginia court's case search page?	CHATBOT_ERROR	you can find information about civil and criminal cases in virginia's general district court and circuit court online by selecting an individual court location. to protect confidentiality, no case information is available online for juvenile and domestic relations court cases. note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. would you like me to direct you to the virginia court's case search page?
how do I check someone's criminal background	ERROR: Something went wrong, please try again.	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	CHATBOT_ERROR	it sounds like you are looking for information relating to expungement and/or clearing your record. is this correct?
I lost my traffic ticket. Where do I pay it off?	ERROR: Something went wrong, please try again.	bye / til next time	CHATBOT_ERROR	bye / til next time
